student_id,cgpa,branch,college_tier,python_skill,dsa_skill,ml_skill,web_dev_skill,coding_score,communication_score,aptitude_score,internships,projects,backlogs,resume_score,skill_score,placed,company_type,job_role,salary_lpa
S5274,7.64,ECE,3,1,1,0,0,29.5,9.5,89.6,0,3,0,67.7,2,1,Mid-size,Web Developer,54.4
S5275,7.23,EEE,1,0,1,0,1,90.6,7.4,60.5,2,5,0,85.5,2,1,MNC,Data Scientist,73.92
S5276,6.17,CSE,2,0,0,1,1,3.2,5.4,66.5,0,3,1,49.5,2,0,None,None,0.0
S5277,6.02,Civil,2,0,0,0,1,59.5,7.4,84.1,0,3,0,48.1,1,1,Startup,Software Engineer,47.24
S5278,8.22,EEE,2,1,1,1,0,4.8,9.6,46.7,2,1,2,82.4,3,1,Mid-size,Data Scientist,63.29
S5279,7.12,IT,1,1,0,0,1,96.5,8.4,98.6,3,5,1,98.2,2,1,MNC,Data Scientist,95.07
S5280,8.51,IT,2,1,1,0,1,19.7,5.3,56.0,2,5,1,86.6,3,1,MNC,Analyst,87.3
S5281,7.51,ECE,3,1,1,0,0,13.1,5.0,83.3,0,2,1,46.3,2,0,None,None,0.0
S5282,5.54,EEE,1,0,0,0,1,89.1,8.1,74.4,0,5,1,55.1,1,1,Startup,Analyst,39.89
S5283,7.41,Mechanical,1,1,0,0,0,75.6,7.3,87.6,1,5,0,63.3,1,1,Startup,Data Scientist,39.71
S5284,5.91,ECE,1,0,0,0,1,15.8,7.8,90.0,3,6,0,89.4,1,1,Startup,Data Scientist,38.09
S5285,6.98,EEE,1,1,1,1,1,7.6,4.3,57.9,2,5,0,94.7,4,1,MNC,Data Scientist,86.09
S5286,5.75,Mechanical,3,0,0,1,0,72.9,4.9,64.5,0,5,0,49.5,1,0,None,None,0.0
S5287,5.39,IT,2,1,1,0,0,31.2,9.4,55.8,3,2,0,91.3,2,1,Mid-size,Web Developer,62.75
S5288,8.69,Civil,3,0,1,0,1,98.1,7.9,72.3,1,5,2,77.6,2,1,MNC,Web Developer,91.57
S5289,8.58,Civil,2,0,1,0,1,24.3,5.0,43.8,2,3,0,74.4,2,1,MNC,Data Scientist,75.87
S5290,9.99,ECE,2,0,1,0,1,38.4,9.6,76.6,2,5,0,95.1,2,1,Mid-size,Analyst,74.93
S5291,8.92,ECE,1,0,0,0,1,69.9,6.1,48.5,2,3,0,62.3,1,1,Startup,Analyst,51.72
S5292,7.38,ECE,3,1,1,0,1,71.2,5.0,82.6,3,6,0,103.3,3,1,Mid-size,Analyst,60.97
S5293,7.43,Civil,2,1,1,0,1,67.6,7.2,89.9,3,2,0,94.9,3,1,MNC,Web Developer,78.38
S5294,5.33,ECE,2,1,0,0,1,56.2,7.7,77.4,1,3,0,70.0,2,1,MNC,Web Developer,81.44
S5295,5.38,EEE,1,0,0,0,1,53.7,6.8,51.5,3,2,1,72.4,1,1,Startup,Web Developer,50.0
S5296,6.05,CSE,2,1,1,1,0,28.1,8.6,62.7,3,4,0,106.1,3,1,MNC,Analyst,69.47
S5297,9.01,Civil,1,1,1,0,1,50.4,4.1,72.2,0,4,0,65.7,3,1,MNC,Web Developer,76.83
S5298,8.6,ECE,1,1,0,0,0,10.8,6.1,61.3,3,3,0,72.5,1,1,Startup,Data Scientist,48.5
S5299,8.76,IT,3,0,0,1,0,8.0,4.6,66.1,1,3,1,47.1,1,0,None,None,0.0
S5300,5.04,Civil,2,1,1,0,0,91.4,4.6,53.7,2,2,0,59.0,2,1,MNC,Analyst,88.31
S5301,5.36,ECE,1,1,1,0,0,97.1,5.5,80.6,1,5,0,74.8,2,1,Mid-size,Analyst,66.83
S5302,7.19,EEE,2,1,0,0,1,75.4,9.0,81.8,0,1,0,52.2,2,1,Mid-size,Analyst,64.11
S5303,8.8,Mechanical,3,1,0,0,1,27.8,6.1,75.4,1,6,0,82.6,2,1,Mid-size,Data Scientist,56.84
S5304,6.19,IT,3,1,0,0,0,15.9,8.3,93.9,0,2,0,49.1,1,0,None,None,0.0
S5305,9.91,Mechanical,2,0,0,0,1,38.8,5.1,84.3,0,1,0,30.9,1,1,Startup,Analyst,40.39
S5306,6.33,CSE,1,1,0,0,1,59.5,6.4,42.2,1,2,0,63.6,2,1,Mid-size,Data Scientist,68.59
S5307,9.38,IT,2,1,1,0,1,39.9,4.6,91.5,2,5,0,83.8,3,1,Mid-size,Web Developer,57.47
S5308,7.14,Civil,3,1,0,0,0,5.8,8.3,90.8,2,4,0,71.1,1,1,Startup,Web Developer,37.32
S5309,7.61,CSE,3,0,1,1,0,92.7,7.9,49.8,1,2,0,62.1,2,1,MNC,Web Developer,74.24
S5310,5.99,Civil,3,1,0,0,0,56.0,4.3,86.3,2,2,0,54.4,1,1,Startup,Web Developer,46.15
S5311,7.85,IT,2,1,0,0,0,3.5,5.8,59.6,2,4,0,68.6,1,1,Startup,Web Developer,50.48
S5312,6.35,CSE,1,1,0,0,0,20.0,4.6,65.7,1,2,0,48.0,1,0,None,None,0.0
S5313,7.14,CSE,3,0,1,1,1,40.9,8.7,73.0,2,1,0,77.0,3,1,MNC,Analyst,82.0
S5314,7.49,ECE,3,1,1,0,0,44.6,9.9,40.3,0,4,1,65.2,2,1,MNC,Analyst,81.99
S5315,6.32,EEE,2,1,0,1,0,12.1,9.9,94.7,1,1,0,68.0,2,1,MNC,Software Engineer,86.86
S5316,6.1,EEE,1,1,1,0,1,20.4,7.5,97.7,1,3,0,74.2,3,1,Mid-size,Software Engineer,70.98
S5317,5.36,ECE,3,1,1,0,0,42.8,5.9,71.1,0,6,0,63.8,2,1,MNC,Web Developer,73.94
S5318,5.98,IT,1,0,1,1,1,80.9,9.7,57.0,0,3,0,74.2,3,1,Top Tech,Analyst,97.13
S5319,7.49,Mechanical,1,1,0,0,0,71.0,9.0,83.5,3,6,0,101.0,1,1,Startup,Software Engineer,53.27
S5320,9.89,EEE,1,1,0,0,0,86.1,6.4,77.2,2,4,0,71.7,1,1,Startup,Analyst,46.68
S5321,6.48,Mechanical,3,1,1,1,0,67.7,9.6,46.5,1,1,0,70.7,3,1,MNC,Analyst,77.99
S5322,9.03,Mechanical,3,1,1,0,1,79.1,8.2,72.2,2,4,0,93.2,3,1,Mid-size,Analyst,77.77
S5323,7.04,Civil,1,1,1,0,0,11.5,9.3,80.5,1,2,0,64.4,2,1,Mid-size,Data Scientist,63.75
S5324,6.69,CSE,3,0,0,0,1,91.3,4.5,67.7,3,1,0,59.0,1,1,Startup,Analyst,52.36
S5325,6.93,ECE,2,1,0,0,0,7.0,8.0,88.0,3,6,0,97.9,1,1,Startup,Data Scientist,42.54
S5326,7.86,IT,2,1,1,1,0,99.8,9.1,77.8,1,5,0,90.0,3,1,MNC,Web Developer,76.93
S5327,9.85,IT,2,1,1,1,0,73.1,8.5,55.5,3,2,0,93.7,3,1,MNC,Analyst,72.25
S5328,5.25,ECE,1,1,1,0,0,94.5,7.2,73.4,1,5,0,72.8,2,1,MNC,Analyst,73.52
S5329,8.52,ECE,3,0,1,1,0,66.1,6.0,46.4,1,6,1,75.3,2,1,MNC,Software Engineer,92.15
S5330,5.12,IT,1,0,1,0,1,61.4,6.8,90.0,0,5,0,64.4,2,1,Mid-size,Web Developer,63.47
S5331,8.59,EEE,2,1,0,0,0,63.9,6.2,48.7,2,4,0,68.2,1,1,Startup,Web Developer,42.49
S5332,6.43,CSE,3,0,1,1,0,89.6,7.9,52.1,1,5,0,82.8,2,1,MNC,Software Engineer,87.87
S5333,8.2,Mechanical,2,1,1,1,1,13.8,6.3,53.1,0,4,0,78.4,4,1,MNC,Software Engineer,90.2
S5334,8.46,Mechanical,2,1,1,0,0,60.4,8.0,55.5,0,3,0,57.4,2,1,MNC,Software Engineer,83.65
S5335,5.71,Mechanical,2,0,1,1,1,96.4,6.3,60.4,3,4,0,101.7,3,1,MNC,Web Developer,86.29
S5336,6.74,ECE,3,1,1,1,0,87.7,5.4,63.0,1,6,0,85.1,3,1,Mid-size,Analyst,57.93
S5337,9.68,Civil,1,1,1,0,1,31.1,9.2,80.4,2,2,0,83.1,3,1,MNC,Software Engineer,73.44
S5338,6.74,Mechanical,1,0,0,1,1,59.9,5.8,65.7,1,3,0,62.2,2,1,MNC,Software Engineer,85.5
S5339,5.3,Mechanical,1,1,1,0,0,64.0,6.1,94.3,2,1,0,67.9,2,1,MNC,Software Engineer,75.08
S5340,6.64,Mechanical,2,1,0,0,0,20.2,5.7,96.8,1,5,1,59.0,1,1,Startup,Data Scientist,48.45
S5341,8.27,CSE,3,0,0,0,0,56.1,6.5,45.4,0,5,1,44.2,0,0,None,None,0.0
S5342,9.19,EEE,2,1,0,1,1,89.0,4.3,61.2,0,3,2,61.8,3,1,MNC,Web Developer,77.08
S5343,5.65,EEE,3,1,1,0,1,84.3,9.5,57.1,0,1,0,59.3,3,1,MNC,Data Scientist,87.67
S5344,8.35,Civil,2,1,1,0,0,6.2,7.3,79.0,2,5,0,82.4,2,1,Mid-size,Software Engineer,53.8
S5345,7.87,IT,3,1,1,0,0,2.2,6.8,52.2,3,5,0,93.3,2,1,Mid-size,Analyst,63.53
S5346,9.79,EEE,3,0,0,0,0,3.3,8.5,45.8,0,1,0,27.5,0,0,None,None,0.0
S5347,8.02,Civil,3,1,0,0,1,39.0,8.3,56.3,1,4,0,70.0,2,1,Mid-size,Web Developer,59.54
S5348,6.25,CSE,2,1,0,0,0,85.8,8.5,41.1,0,2,0,47.2,1,1,Startup,Analyst,42.03
S5349,5.56,CSE,3,0,0,0,1,25.6,9.7,90.8,0,5,1,59.2,1,0,None,None,0.0
S5350,5.46,EEE,1,0,1,1,0,45.9,9.2,87.8,1,5,0,83.3,2,1,Mid-size,Software Engineer,68.32
S5351,9.91,IT,2,0,0,1,0,81.7,8.0,88.3,1,5,1,69.7,1,1,Startup,Web Developer,51.76
S5352,6.75,IT,2,1,0,1,0,23.9,5.1,97.2,1,2,0,52.2,2,1,MNC,Data Scientist,62.68
S5353,7.38,Mechanical,3,0,1,0,1,61.8,9.2,65.5,1,4,2,74.4,2,1,Mid-size,Analyst,73.7
S5354,5.77,Mechanical,2,0,0,0,1,91.6,9.4,40.1,1,4,0,69.5,1,1,Startup,Data Scientist,52.51
S5355,5.05,Mechanical,2,1,1,1,0,12.6,9.4,98.9,0,6,0,86.8,3,1,Mid-size,Data Scientist,63.7
S5356,9.52,IT,1,0,1,0,1,16.8,6.1,45.2,0,2,0,50.4,2,1,MNC,Data Scientist,69.02
S5357,7.9,ECE,1,0,1,0,0,18.7,4.7,98.9,1,3,0,52.6,1,1,Startup,Software Engineer,41.9
S5358,7.92,CSE,3,1,1,0,0,31.6,4.6,63.2,3,1,0,71.2,2,1,MNC,Software Engineer,82.21
S5359,7.14,IT,3,1,0,0,1,71.2,9.2,47.0,2,6,0,94.0,2,1,Mid-size,Analyst,66.6
S5360,7.22,CSE,2,1,1,0,1,78.4,8.2,94.0,1,3,0,78.1,3,1,MNC,Analyst,92.35
S5361,7.85,IT,3,1,0,0,0,68.3,9.6,52.7,0,2,0,47.7,1,1,Startup,Data Scientist,48.92
S5362,5.15,IT,2,1,1,0,1,11.1,8.0,77.2,0,4,0,75.0,3,1,MNC,Data Scientist,74.89
S5363,7.24,EEE,2,0,1,0,0,24.4,9.7,97.7,1,2,0,62.9,1,1,Startup,Data Scientist,45.74
S5364,8.04,IT,2,1,1,1,0,28.8,4.6,76.7,0,1,0,49.4,3,1,MNC,Software Engineer,66.53
S5365,7.73,IT,2,0,0,0,0,33.7,6.9,46.0,3,5,0,73.1,0,1,Startup,Software Engineer,43.06
S5366,9.53,EEE,1,1,0,0,1,5.3,4.7,56.7,1,3,0,63.9,2,1,Mid-size,Web Developer,57.86
S5367,8.96,Civil,3,1,1,0,0,4.7,4.2,56.9,2,5,0,76.2,2,1,Mid-size,Data Scientist,70.75
S5368,9.14,EEE,1,0,1,1,0,98.6,5.1,77.2,2,1,0,63.5,2,1,MNC,Web Developer,96.1
S5369,8.15,EEE,2,0,0,1,0,31.8,5.9,93.4,2,2,1,55.0,1,1,Startup,Data Scientist,40.98
S5370,7.78,IT,2,0,1,0,0,44.7,9.8,93.5,2,1,0,62.4,1,1,Startup,Software Engineer,49.37
S5371,9.92,CSE,1,1,1,1,0,2.2,5.0,95.0,0,3,3,64.4,3,0,None,None,0.0
S5372,8.41,Mechanical,3,1,1,0,0,67.6,5.8,58.5,0,5,0,67.2,2,1,Mid-size,Software Engineer,67.59
S5373,7.25,IT,1,1,0,0,0,82.6,7.4,85.8,2,6,0,81.2,1,1,Startup,Software Engineer,53.68
S5374,6.95,EEE,3,1,0,0,0,67.1,5.1,92.7,1,6,2,62.0,1,0,None,None,0.0
S5375,5.98,Mechanical,2,1,1,1,1,62.9,8.9,64.2,0,3,0,86.6,4,1,MNC,Analyst,84.41
S5376,5.42,EEE,1,1,0,1,0,74.7,4.8,83.4,0,2,1,44.2,2,1,MNC,Data Scientist,83.38
S5377,8.03,CSE,3,1,1,0,1,80.7,6.9,64.2,3,3,0,96.0,3,1,MNC,Analyst,76.7
S5378,9.7,EEE,2,0,1,0,1,38.1,5.6,73.9,2,5,0,79.4,2,1,Mid-size,Software Engineer,68.36
S5379,5.72,EEE,1,0,1,1,1,91.2,4.2,49.7,0,1,0,50.7,3,1,Top Tech,Software Engineer,104.45
S5380,6.02,EEE,2,1,0,0,1,72.6,5.2,82.8,0,4,0,60.1,2,1,MNC,Web Developer,76.64
S5381,6.72,CSE,2,1,1,0,0,81.3,5.3,70.9,3,2,0,78.4,2,1,Mid-size,Analyst,56.89
S5382,5.03,ECE,1,0,1,1,0,33.4,4.7,93.4,1,4,0,64.7,2,1,MNC,Web Developer,73.47
S5383,7.14,Civil,2,1,0,1,0,37.3,7.7,54.8,1,1,2,57.2,2,0,None,None,0.0
S5384,5.71,IT,3,1,1,1,0,76.9,4.0,71.9,2,6,0,96.5,3,1,MNC,Software Engineer,68.27
S5385,8.36,Civil,3,1,1,0,0,26.6,4.3,90.3,0,3,1,47.5,2,0,None,None,0.0
S5386,6.83,EEE,2,1,0,0,0,75.9,5.6,44.0,2,6,1,73.6,1,1,Startup,Software Engineer,40.42
S5387,6.14,ECE,3,1,1,0,1,0.1,7.5,56.9,2,2,0,83.1,3,1,MNC,Analyst,71.11
S5388,8.39,CSE,1,0,1,1,0,97.4,5.7,58.5,0,6,0,69.2,2,1,Mid-size,Data Scientist,50.77
S5389,7.53,IT,3,0,0,0,1,85.0,4.1,88.8,1,3,0,49.0,1,1,Startup,Software Engineer,43.93
S5390,9.39,IT,3,0,1,0,1,22.8,9.7,85.1,2,5,1,93.6,2,1,MNC,Data Scientist,87.08
S5391,7.12,IT,3,0,0,0,1,3.3,4.0,76.8,0,2,0,31.4,1,0,None,None,0.0
S5392,8.1,EEE,1,1,1,1,0,7.3,8.1,91.2,1,6,0,92.4,3,1,Mid-size,Software Engineer,53.92
S5393,7.66,Mechanical,1,0,0,0,1,41.4,5.6,92.8,2,2,0,52.7,1,1,Startup,Analyst,36.82
S5394,5.39,ECE,3,1,0,0,0,61.3,7.7,55.9,0,2,0,45.9,1,1,Startup,Web Developer,42.86
S5395,6.47,IT,2,1,0,0,1,25.1,4.8,79.1,1,4,3,61.4,2,0,None,None,0.0
S5396,6.67,IT,1,1,1,0,1,36.9,8.8,76.1,2,6,2,111.4,3,1,Mid-size,Data Scientist,53.42
S5397,7.44,Civil,3,1,0,0,1,21.2,7.1,72.3,3,4,0,88.0,2,1,MNC,Data Scientist,87.47
S5398,8.41,ECE,1,1,1,1,1,21.1,6.5,57.3,2,2,0,94.3,4,1,MNC,Data Scientist,91.84
S5399,7.49,CSE,2,0,1,0,0,99.0,5.3,59.9,1,3,0,47.4,1,1,Startup,Data Scientist,41.33
S5400,6.52,ECE,2,1,1,1,0,55.4,8.1,81.3,1,4,0,82.3,3,1,Mid-size,Analyst,69.54
S5401,9.83,ECE,3,0,0,0,0,77.6,8.4,43.3,2,6,0,71.6,0,1,Startup,Analyst,49.41
S5402,8.64,CSE,1,0,1,0,1,51.1,9.5,75.1,1,4,3,73.7,2,1,Mid-size,Analyst,60.83
S5403,8.09,CSE,2,1,0,0,1,55.2,9.7,41.0,0,1,2,51.4,2,1,MNC,Software Engineer,65.07
S5404,6.38,Civil,1,1,0,0,1,29.1,5.6,51.4,0,4,2,53.9,2,1,MNC,Web Developer,83.65
S5405,7.08,CSE,3,1,1,0,0,6.3,8.8,57.5,0,3,0,61.5,2,0,None,None,0.0
S5406,7.52,EEE,3,0,1,0,0,9.2,7.2,68.1,3,1,0,67.4,1,0,None,None,0.0
S5407,8.56,Civil,3,1,0,0,0,79.0,7.0,57.0,2,3,0,66.7,1,1,Startup,Data Scientist,43.55
S5408,7.48,IT,1,0,0,0,0,53.6,4.8,76.4,1,5,1,49.5,0,1,Startup,Software Engineer,38.82
S5409,5.07,ECE,1,1,1,1,1,52.6,5.3,80.7,2,6,2,102.9,4,1,MNC,Software Engineer,90.97
S5410,8.8,EEE,1,1,1,1,0,71.6,7.9,44.2,0,1,0,62.5,3,1,MNC,Software Engineer,83.78
S5411,8.64,EEE,2,0,1,1,0,52.4,8.4,56.8,1,1,0,57.3,2,1,Mid-size,Web Developer,71.83
S5412,5.79,Mechanical,2,1,1,0,0,82.9,9.9,49.8,2,5,0,93.4,2,1,Mid-size,Data Scientist,70.86
S5413,5.02,Mechanical,3,1,1,0,0,7.9,5.1,69.4,0,6,0,62.6,2,1,Mid-size,Software Engineer,55.36
S5414,7.07,ECE,2,1,0,0,0,82.0,9.0,60.6,0,4,1,53.0,1,1,Startup,Web Developer,52.13
S5415,6.16,ECE,1,1,0,1,0,80.7,9.8,98.9,0,2,0,54.6,2,1,MNC,Analyst,81.2
S5416,8.49,Civil,3,1,0,0,0,49.7,5.4,53.3,1,6,0,66.2,1,1,Startup,Analyst,44.35
S5417,7.25,Mechanical,3,1,1,0,1,12.5,7.5,95.7,0,2,0,59.4,3,1,Mid-size,Software Engineer,55.23
S5418,9.64,EEE,2,0,1,0,1,18.3,8.1,94.3,0,2,0,54.0,2,1,MNC,Data Scientist,74.57
S5419,7.58,IT,1,0,1,0,0,40.9,7.6,99.3,0,5,2,59.1,1,1,Startup,Data Scientist,49.91
S5420,8.56,IT,1,1,1,0,0,15.1,6.6,71.0,2,4,0,80.0,2,1,MNC,Software Engineer,83.52
S5421,7.28,Civil,1,1,0,1,0,73.6,10.0,90.0,1,6,2,92.2,2,1,MNC,Web Developer,79.63
S5422,5.31,ECE,3,1,0,0,1,35.6,8.4,94.7,2,4,0,88.2,2,1,MNC,Software Engineer,72.41
S5423,6.02,IT,1,1,0,1,0,83.6,8.8,47.3,1,1,0,62.7,2,1,Mid-size,Analyst,64.11
S5424,6.25,IT,3,1,1,1,0,75.3,4.8,95.0,0,4,0,63.1,3,1,Mid-size,Analyst,67.21
S5425,6.49,ECE,3,1,1,1,0,6.0,9.5,94.5,0,3,1,72.8,3,1,MNC,Web Developer,85.08
S5426,8.85,Civil,3,1,1,0,0,4.9,9.0,94.6,1,4,0,77.7,2,1,MNC,Analyst,78.39
S5427,9.7,IT,2,0,1,0,1,55.5,5.1,59.2,2,6,1,88.2,2,1,MNC,Web Developer,76.78
S5428,6.96,ECE,3,1,0,0,1,78.3,7.5,91.5,3,1,2,75.2,2,1,Mid-size,Data Scientist,65.71
S5429,9.61,Mechanical,3,0,1,0,0,36.8,8.6,95.8,1,1,0,52.9,1,1,Startup,Software Engineer,40.22
S5430,6.11,Civil,2,1,0,0,0,95.1,6.2,80.7,1,3,0,55.6,1,1,Startup,Software Engineer,43.11
S5431,6.86,IT,1,1,1,0,0,88.0,8.8,99.9,1,4,0,75.3,2,1,MNC,Software Engineer,69.6
S5432,5.82,IT,3,0,0,0,1,44.5,5.5,40.8,0,1,1,30.6,1,0,None,None,0.0
S5433,8.84,CSE,1,1,0,0,0,83.0,9.9,69.7,0,6,0,69.2,1,1,Startup,Data Scientist,48.81
S5434,6.31,EEE,2,0,0,0,0,27.6,5.0,94.1,0,1,0,23.7,0,0,None,None,0.0
S5435,5.09,CSE,3,1,1,0,0,44.8,6.5,70.2,0,6,1,67.9,2,0,None,None,0.0
S5436,6.4,EEE,2,0,0,1,0,44.8,5.3,77.3,1,1,0,44.8,1,1,Startup,Analyst,36.22
S5437,5.12,IT,3,1,0,0,0,49.8,4.9,73.0,3,2,0,67.6,1,0,None,None,0.0
S5438,6.41,Mechanical,2,1,1,0,0,44.0,9.6,75.2,0,1,0,58.5,2,1,MNC,Web Developer,65.63
S5439,6.6,IT,2,1,1,0,0,51.2,8.3,75.5,0,5,0,65.8,2,1,MNC,Analyst,66.43
S5440,9.6,Mechanical,2,0,0,1,0,44.1,4.6,87.7,2,4,0,66.6,1,1,Startup,Software Engineer,43.96
S5441,6.42,Civil,2,0,0,0,0,47.3,8.0,83.5,0,3,0,38.0,0,1,Startup,Analyst,40.75
S5442,8.39,ECE,1,0,0,0,1,24.0,9.5,44.7,1,2,3,55.6,1,0,None,None,0.0
S5443,9.77,ECE,2,0,1,0,0,65.5,7.3,54.9,2,6,0,78.9,1,1,Startup,Web Developer,42.96
S5444,7.96,Mechanical,2,0,0,0,1,49.4,5.2,82.7,1,5,0,62.4,1,1,Startup,Software Engineer,39.96
S5445,9.89,Civil,2,1,0,0,0,53.9,8.5,98.9,2,2,0,61.7,1,1,Startup,Analyst,50.47
S5446,8.5,CSE,2,0,0,0,0,74.3,6.2,53.2,3,1,0,58.5,0,1,Startup,Web Developer,53.77
S5447,7.14,Civil,1,1,1,0,1,30.5,5.4,44.9,1,2,0,67.3,3,1,MNC,Data Scientist,70.52
S5448,7.25,CSE,1,1,0,0,0,74.3,6.8,54.3,2,1,0,53.8,1,1,Startup,Web Developer,47.34
S5449,9.39,CSE,1,1,0,0,0,65.2,7.7,98.7,1,5,0,71.8,1,1,Startup,Analyst,42.83
S5450,7.26,IT,2,0,0,1,1,99.7,6.6,58.2,0,4,1,56.4,2,1,MNC,Analyst,82.53
S5451,5.28,EEE,2,0,1,1,0,97.9,6.2,97.6,3,5,0,90.6,2,1,MNC,Software Engineer,90.22
S5452,9.88,Mechanical,1,1,0,1,0,53.7,4.6,62.8,0,2,0,46.9,2,1,MNC,Web Developer,76.75
S5453,8.18,Mechanical,1,1,0,1,0,44.5,5.7,95.7,0,4,0,57.6,2,1,MNC,Data Scientist,78.17
S5454,5.77,Civil,1,0,1,0,0,27.9,9.2,59.3,1,2,1,60.9,1,1,Startup,Software Engineer,45.42
S5455,7.8,IT,3,1,0,0,0,57.7,7.5,81.0,2,3,3,67.0,1,0,None,None,0.0
S5456,7.49,Civil,2,0,0,0,0,14.1,7.6,72.3,3,4,2,77.4,0,0,None,None,0.0
S5457,8.12,Mechanical,3,0,1,1,0,96.0,8.6,81.8,1,2,0,61.8,2,1,MNC,Data Scientist,93.94
S5458,8.24,Mechanical,3,1,0,0,0,62.5,7.3,45.0,0,1,0,32.8,1,0,None,None,0.0
S5459,5.77,Mechanical,1,0,0,0,1,57.2,6.0,87.4,2,2,0,61.2,1,1,Startup,Analyst,47.13
S5460,5.41,Mechanical,1,1,0,0,0,74.5,9.3,79.0,1,2,0,59.4,1,1,Startup,Data Scientist,47.16
S5461,5.08,ECE,1,1,0,0,0,18.7,7.1,94.9,0,2,2,43.7,1,0,None,None,0.0
S5462,8.38,CSE,3,1,0,0,1,37.1,5.1,43.2,0,1,0,42.1,2,1,Mid-size,Data Scientist,64.0
S5463,8.4,Civil,3,1,1,0,0,34.7,4.2,68.0,0,4,0,55.3,2,1,Mid-size,Data Scientist,66.07
S5464,7.66,Civil,1,0,1,0,0,55.6,9.4,97.9,2,4,0,81.5,1,1,Startup,Web Developer,42.77
S5465,5.94,IT,2,1,0,1,1,13.7,8.4,70.7,3,4,0,106.2,3,1,Mid-size,Software Engineer,65.07
S5466,7.88,EEE,2,0,1,1,0,44.2,5.1,54.3,0,3,0,47.5,2,1,Mid-size,Web Developer,61.69
S5467,8.25,Mechanical,2,1,0,0,1,63.2,7.8,54.2,3,3,0,92.6,2,1,Mid-size,Web Developer,70.34
S5468,9.07,EEE,2,0,1,1,1,93.7,6.2,96.5,0,6,1,78.9,3,1,MNC,Data Scientist,93.69
S5469,6.05,Civil,2,1,0,1,0,29.6,4.9,70.5,1,1,0,48.0,2,1,Mid-size,Software Engineer,59.04
S5470,8.06,CSE,2,0,1,0,1,87.5,9.3,96.0,1,6,0,90.1,2,1,Mid-size,Analyst,69.24
S5471,6.19,IT,3,1,0,0,1,8.6,9.2,43.0,0,5,1,76.5,2,0,None,None,0.0
S5472,9.23,Mechanical,3,0,1,0,0,24.2,7.8,52.5,1,5,0,70.3,1,1,Startup,Software Engineer,44.49
S5473,6.17,CSE,2,1,1,0,0,36.6,7.4,85.0,0,1,0,50.6,2,1,Mid-size,Data Scientist,68.6
S5474,9.25,IT,2,0,1,1,0,4.2,4.2,98.7,1,5,0,64.3,2,1,MNC,Data Scientist,84.02
S5475,5.85,IT,2,1,1,0,0,33.1,8.0,72.4,1,1,1,54.8,2,1,Mid-size,Data Scientist,67.57
S5476,8.42,Civil,2,1,0,1,0,74.8,5.7,64.9,2,1,0,59.9,2,1,MNC,Web Developer,85.59
S5477,5.37,Mechanical,1,0,1,0,1,64.0,6.9,40.0,2,3,0,72.5,2,1,MNC,Data Scientist,73.92
S5478,9.29,ECE,1,0,0,1,0,52.3,8.5,60.6,2,4,0,75.7,1,1,Startup,Data Scientist,46.38
S5479,7.93,ECE,1,0,1,0,0,71.2,5.2,55.6,0,1,2,32.9,1,0,None,None,0.0
S5480,8.51,EEE,1,1,1,0,1,13.0,6.7,44.9,0,2,2,58.2,3,1,Mid-size,Data Scientist,48.98
S5481,6.89,IT,2,1,0,1,0,88.2,7.6,75.5,1,4,0,75.1,2,1,Mid-size,Data Scientist,72.55
S5482,9.39,Civil,2,1,1,1,0,75.5,7.7,41.6,2,3,0,92.7,3,1,Mid-size,Analyst,75.41
S5483,6.73,CSE,3,1,1,0,0,73.1,7.7,96.0,3,1,0,77.6,2,1,Mid-size,Software Engineer,62.81
S5484,8.63,Mechanical,2,0,0,1,0,18.6,8.1,55.5,2,3,0,71.4,1,1,Startup,Software Engineer,40.73
S5485,5.15,Civil,3,1,0,1,1,70.5,8.0,65.1,3,3,2,101.7,3,1,MNC,Web Developer,76.03
S5486,5.44,IT,3,0,1,0,1,77.5,6.3,47.8,3,5,0,90.7,2,1,MNC,Web Developer,77.77
S5487,7.67,ECE,1,1,1,0,1,98.5,6.4,78.6,0,5,1,76.8,3,1,Top Tech,Web Developer,107.21
S5488,8.69,IT,1,0,0,0,0,70.5,7.5,43.0,3,4,1,75.5,0,1,Startup,Analyst,55.41
S5489,5.39,ECE,1,0,1,0,1,7.4,8.4,82.1,3,6,0,104.7,2,1,MNC,Web Developer,76.19
S5490,8.31,ECE,1,0,1,0,0,82.6,8.9,75.2,1,4,1,63.9,1,1,Startup,Web Developer,48.42
S5491,6.47,EEE,3,1,0,0,1,46.4,4.6,97.7,0,4,0,58.2,2,0,None,None,0.0
S5492,5.33,IT,3,1,1,0,0,28.9,9.0,81.9,3,4,0,93.1,2,1,MNC,Web Developer,74.01
S5493,7.08,ECE,1,1,1,0,0,69.3,7.8,82.5,0,3,0,57.2,2,1,Mid-size,Software Engineer,70.99
S5494,5.88,CSE,3,0,0,1,0,74.9,9.7,82.4,2,5,0,86.5,1,1,Startup,Analyst,43.71
S5495,9.59,IT,3,1,0,0,0,65.4,7.7,55.8,1,2,0,54.9,1,1,Startup,Web Developer,47.31
S5496,6.29,Civil,2,1,0,0,0,82.7,8.7,50.5,0,4,2,55.9,1,0,None,None,0.0
S5497,5.12,EEE,1,0,0,0,0,87.9,4.3,88.1,1,4,0,38.8,0,1,Startup,Software Engineer,39.51
